,average_month_invites,average_week_invites,diff_day_first,diff_day_second,diff_days_mean,diff_days_last,diff_days_prelast,diff_test_date_and_last_invite,end_date_clientstart_median,end_date_clientstart_max-min,difference_median_and_max-min,diff_first_lastdt,diff_between_end_date_and_first_client,clients_per_day,clients_invited_last_30_days,clients_invited_last_60_days,clients_invited_last_90_days,clients_invited_last_180_days,clients_invited_last_270_days,clients_invited_last_365_days,churn
501,1.5,1.0,7.0,74.0,27.0,74.0,7.0,376,450,81,-369,-67.0,457,152.33333333333334,0,0,0,0,0,0,0
503,9.5,2.85,1.0,26.0,3.8596491228070176,4.0,6.0,6,334,440,105,-3.0,446,3.912280701754386,5,6,6,17,35,78,1
505,1.5,1.125,70.0,60.0,29.88888888888889,12.0,8.0,25,52,269,217,58.0,294,32.666666666666664,1,5,5,7,8,9,1
507,1.1666666666666667,1.1666666666666667,17.0,3.0,45.0,155.0,64.0,176,431,315,-116,-138.0,491,70.14285714285714,0,0,0,1,1,2,1
513,1.0,1.0,26.0,-100.0,13.0,26.0,-100.0,316,329,26,-303,0.0,342,171.0,0,0,0,0,0,2,0
516,2.25,1.5,45.0,6.0,14.555555555555555,10.0,2.0,16,94,131,37,35.0,147,16.333333333333332,3,3,4,9,9,9,1
520,1.5,1.0,9.0,287.0,98.66666666666667,287.0,9.0,142,429,296,-133,-278.0,438,146.0,0,0,0,1,1,1,0
521,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,381,381,0,-381,0.0,381,381.0,0,0,0,0,0,0,0
522,1.5714285714285714,1.0,28.0,16.0,19.181818181818183,11.0,26.0,312,377,211,-166,17.0,523,47.54545454545455,0,0,0,0,0,5,0
523,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,79,79,0,-79,0.0,79,79.0,0,0,1,1,1,1,1
524,1.2,1.2,17.0,52.0,21.666666666666668,51.0,2.0,337,394,130,-264,-34.0,467,77.83333333333333,0,0,0,0,0,1,0
525,2.0,1.0,25.0,11.0,10.5,6.0,11.0,5,16,42,25,19.0,47,11.75,3,4,4,4,4,4,1
529,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,15,15,0,-15,0.0,15,15.0,1,1,1,1,1,1,0
530,1.1111111111111112,1.1111111111111112,23.0,27.0,30.2,37.0,27.0,36,163,302,139,-14.0,338,33.8,0,1,2,6,7,10,1
531,1.25,1.0,21.0,44.0,33.6,87.0,16.0,108,211,168,-43,-66.0,276,55.2,0,0,0,1,4,5,0
534,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,240,240,0,-240,0.0,240,240.0,0,0,0,0,1,1,0
535,2.6666666666666665,1.3333333333333333,7.0,2.0,11.0,1.0,59.0,323,391,88,-304,6.0,411,51.375,0,0,0,0,0,2,0
538,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,26,26,0,-26,0.0,26,26.0,1,1,1,1,1,1,0
541,1.0,1.0,94.0,64.0,54.75,61.0,64.0,124,217,219,2,33.0,343,85.75,0,0,0,1,3,4,0
545,1.5555555555555556,1.1666666666666667,9.0,29.0,22.0,63.0,36.0,183,422,308,-115,-54.0,491,35.07142857142857,0,0,0,0,2,5,0
552,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,71,71,0,-71,0.0,71,71.0,0,0,1,1,1,1,0
560,2.0,1.0,5.0,-100.0,2.5,5.0,-100.0,11,13,5,-9,0.0,16,8.0,2,2,2,2,2,2,1
564,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,94,94,0,-94,0.0,94,94.0,0,0,0,1,1,1,0
566,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,74,74,0,-74,0.0,74,74.0,0,0,1,1,1,1,1
575,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,446,446,0,-446,0.0,446,446.0,0,0,0,0,0,0,0
576,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,127,127,0,-127,0.0,127,127.0,0,0,0,1,1,1,0
581,1.0,1.0,25.0,37.0,36.57142857142857,81.0,16.0,10,151,256,105,-56.0,266,38.0,1,1,1,4,7,7,0
582,4.0,1.6363636363636365,7.0,1.0,6.944444444444445,7.0,19.0,17,156,250,93,0.0,267,7.416666666666667,2,4,10,22,36,36,1
586,1.1818181818181819,1.0,15.0,59.0,32.15384615384615,23.0,25.0,46,252,418,166,-8.0,464,35.69230769230769,0,1,2,5,7,10,1
592,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,172,172,0,-172,0.0,172,172.0,0,0,0,1,1,1,0
594,1.625,1.1818181818181819,26.0,108.0,38.15384615384615,191.0,29.0,11,290,496,206,-165.0,507,39.0,1,1,1,1,4,10,1
595,1.0,1.0,37.0,-100.0,18.5,37.0,-100.0,96,114,37,-78,0.0,133,66.5,0,0,0,2,2,2,0
597,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,267,267,0,-267,0.0,267,267.0,0,0,0,0,1,1,0
599,3.4285714285714284,1.5,3.0,11.0,7.208333333333333,11.0,1.0,12,90,173,83,-8.0,185,7.708333333333333,3,9,12,22,24,24,1
600,1.0,1.0,29.0,32.0,30.5,42.0,20.0,5,154,305,150,-13.0,310,31.0,1,2,3,6,8,10,1
601,1.0,1.0,16.0,46.0,37.2,106.0,18.0,10,134,186,52,-90.0,196,39.2,1,1,1,4,5,5,1
602,1.0,1.0,5.0,89.0,45.75,89.0,89.0,66,199,183,-17,-84.0,249,62.25,0,0,1,2,4,4,0
604,1.5,1.5,24.0,1.0,8.333333333333334,1.0,24.0,14,15,25,10,23.0,39,13.0,2,3,3,3,3,3,1
605,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,247,247,0,-247,0.0,247,247.0,0,0,0,0,1,1,0
606,1.0,1.0,42.0,65.0,80.25,214.0,65.0,166,412,321,-92,-172.0,487,121.75,0,0,0,1,1,1,0
608,1.0,1.0,10.0,-100.0,5.0,10.0,-100.0,513,518,10,-508,0.0,523,261.5,0,0,0,0,0,0,0
609,2.0,1.0,11.0,222.0,60.0,7.0,222.0,4,122,240,118,4.0,244,61.0,2,2,2,2,4,4,1
610,1.0,1.0,36.0,152.0,54.5,30.0,152.0,155,261,218,-43,6.0,373,93.25,0,0,0,1,2,3,0
611,1.0,1.0,55.0,57.0,54.333333333333336,153.0,41.0,5,209,326,117,-98.0,331,55.166666666666664,1,1,1,2,4,6,0
614,1.0,1.0,87.0,101.0,49.6,47.0,13.0,5,65,248,183,40.0,253,50.6,1,2,3,4,5,5,0
617,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,255,255,0,-255,0.0,255,255.0,0,0,0,0,1,1,0
619,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,226,226,0,-226,0.0,226,226.0,0,0,0,0,1,1,0
621,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,124,124,0,-124,0.0,124,124.0,0,0,0,1,1,1,0
624,2.142857142857143,1.3636363636363635,7.0,10.0,27.6,48.0,14.0,130,489,414,-75,-41.0,544,36.266666666666666,0,0,0,2,5,6,0
627,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,338,338,0,-338,0.0,338,338.0,0,0,0,0,0,1,0
632,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,110,110,0,-110,0.0,110,110.0,0,0,0,1,1,1,0
638,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,446,446,0,-446,0.0,446,446.0,0,0,0,0,0,0,0
640,1.0,1.0,30.0,-100.0,15.0,30.0,-100.0,468,483,30,-453,0.0,498,249.0,0,0,0,0,0,0,0
641,1.1428571428571428,1.1428571428571428,30.0,35.0,21.25,10.0,48.0,29,123,170,47,20.0,199,24.875,1,2,3,7,8,8,1
642,1.0,1.0,47.0,-100.0,23.5,47.0,-100.0,350,373,47,-327,0.0,397,198.5,0,0,0,0,0,1,0
643,1.0,1.0,26.0,-100.0,13.0,26.0,-100.0,114,127,26,-101,0.0,140,70.0,0,0,0,2,2,2,0
644,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,4,4,0,-4,0.0,4,4.0,1,1,1,1,1,1,1
645,2.0,1.0,8.0,-100.0,4.0,8.0,-100.0,43,47,8,-39,0.0,51,25.5,0,2,2,2,2,2,0
646,3.0,1.5,0.0,11.0,3.6666666666666665,11.0,0.0,315,326,11,-315,-11.0,326,108.66666666666667,0,0,0,0,0,3,0
648,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,185,185,0,-185,0.0,185,185.0,0,0,0,0,1,1,0
652,1.2,1.2,37.0,24.0,46.333333333333336,2.0,201.0,38,248,278,30,35.0,316,52.666666666666664,0,2,2,2,4,6,0
654,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,99,99,0,-99,0.0,99,99.0,0,0,0,1,1,1,0
658,1.25,1.25,3.0,87.0,82.6,52.0,271.0,78,401,413,12,-49.0,491,98.2,0,0,1,2,2,2,0
660,1.25,1.25,18.0,1.0,26.8,67.0,48.0,365,480,134,-346,-49.0,499,99.8,0,0,0,0,0,1,0
662,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,51,51,0,-51,0.0,51,51.0,0,1,1,1,1,1,0
672,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,449,449,0,-449,0.0,449,449.0,0,0,0,0,0,0,0
679,1.0,1.0,78.0,89.0,60.0,73.0,89.0,86,203,240,36,5.0,326,81.5,0,0,1,2,3,4,1
683,1.0,1.0,21.0,72.0,83.0,239.0,72.0,5,280,332,52,-218.0,337,84.25,1,1,1,1,2,4,0
685,1.25,1.0,10.0,50.0,35.8,67.0,52.0,352,471,179,-292,-57.0,531,106.2,0,0,0,0,0,1,0
686,1.0,1.0,49.0,34.0,29.666666666666668,25.0,36.0,12,90,178,88,24.0,190,31.666666666666668,1,2,3,5,6,6,1
689,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,268,268,0,-268,0.0,268,268.0,0,0,0,0,1,1,0
690,3.0833333333333335,1.48,1.0,1.0,12.864864864864865,0.0,6.0,18,336,476,140,1.0,494,13.35135135135135,3,4,5,10,14,20,0
692,1.25,1.0,22.0,23.0,46.4,124.0,63.0,156,343,232,-111,-102.0,388,77.6,0,0,0,1,1,3,0
693,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,72,72,0,-72,0.0,72,72.0,0,0,1,1,1,1,0
699,1.4,1.1666666666666667,11.0,36.0,21.0,4.0,12.0,394,437,147,-290,7.0,541,77.28571428571429,0,0,0,0,0,0,0
701,1.3333333333333333,1.0,8.0,50.0,29.5,60.0,50.0,95,180,118,-62,-52.0,213,53.25,0,0,0,2,4,4,0
703,1.0,1.0,76.0,27.0,34.333333333333336,27.0,76.0,74,101,103,2,49.0,177,59.0,0,0,1,3,3,3,1
706,2.727272727272727,1.5789473684210527,8.0,2.0,16.266666666666666,11.0,1.0,12,245,488,242,-3.0,500,16.666666666666668,3,4,4,11,18,21,1
708,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,100,100,0,-100,0.0,100,100.0,0,0,0,1,1,1,0
709,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,178,178,0,-178,0.0,178,178.0,0,0,0,1,1,1,0
717,1.8571428571428572,1.3,5.0,6.0,20.615384615384617,3.0,42.0,19,204,268,64,2.0,287,22.076923076923077,2,2,5,6,9,13,1
719,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,336,336,0,-336,0.0,336,336.0,0,0,0,0,0,1,0
721,1.0,1.0,27.0,-100.0,13.5,27.0,-100.0,67,80,27,-54,0.0,94,47.0,0,0,1,2,2,2,1
722,2.2,1.5714285714285714,7.0,25.0,10.181818181818182,1.0,1.0,324,351,112,-239,6.0,436,39.63636363636363,0,0,0,0,0,7,0
725,1.5,1.5,1.0,15.0,5.333333333333333,15.0,1.0,513,528,16,-512,-14.0,529,176.33333333333334,0,0,0,0,0,0,0
726,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,125,125,0,-125,0.0,125,125.0,0,0,0,1,1,1,0
729,1.5,1.0,92.0,264.0,118.66666666666667,264.0,92.0,109,373,356,-17,-172.0,465,155.0,0,0,0,1,1,1,0
732,1.2,1.0,65.0,29.0,31.5,27.0,28.0,24,150,378,227,38.0,402,33.5,1,2,3,7,8,11,0
734,1.0,1.0,91.0,-100.0,45.5,91.0,-100.0,289,334,91,-244,0.0,380,190.0,0,0,0,0,0,1,0
735,1.0,1.0,60.0,79.0,46.333333333333336,79.0,60.0,155,234,139,-95,-19.0,294,98.0,0,0,0,1,2,3,0
739,1.1666666666666667,1.1666666666666667,191.0,4.0,42.0,20.0,24.0,23,72,294,222,171.0,317,45.285714285714285,1,2,4,6,6,7,1
743,1.6,1.3333333333333333,12.0,0.0,26.9375,21.0,49.0,30,262,431,168,-9.0,461,28.8125,1,2,2,4,8,11,1
744,2.0,2.0,2.0,-100.0,1.0,2.0,-100.0,478,479,2,-477,0.0,480,240.0,0,0,0,0,0,0,0
750,2.8,2.0,0.0,22.0,11.714285714285714,22.0,0.0,315,389,164,-225,-22.0,479,34.214285714285715,0,0,0,0,0,6,0
751,1.4285714285714286,1.0,54.0,9.0,52.0,251.0,57.0,23,407,520,113,-197.0,543,54.3,1,1,1,1,1,3,1
752,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,279,279,0,-279,0.0,279,279.0,0,0,0,0,0,1,0
753,1.0,1.0,88.0,125.0,71.0,125.0,88.0,47,172,213,41,-37.0,260,86.66666666666667,0,1,1,2,3,3,0
760,2.0,2.0,36.0,24.0,10.166666666666666,0.0,0.0,46,46,61,14,36.0,107,17.833333333333332,0,4,5,6,6,6,0
761,2.111111111111111,1.2666666666666666,14.0,1.0,14.842105263157896,20.0,53.0,12,205,282,77,-6.0,294,15.473684210526315,1,2,3,7,15,19,1
763,1.0,1.0,20.0,-100.0,10.0,20.0,-100.0,178,188,20,-168,0.0,198,99.0,0,0,0,1,2,2,0
764,1.0,1.0,12.0,64.0,35.25,65.0,64.0,380,477,141,-336,-53.0,521,130.25,0,0,0,0,0,0,0
766,1.625,1.3,6.0,9.0,28.615384615384617,75.0,29.0,94,412,372,-40,-69.0,466,35.84615384615385,0,0,0,2,4,6,0
771,3.0,1.0,8.0,3.0,3.6666666666666665,3.0,8.0,349,352,11,-341,5.0,360,120.0,0,0,0,0,0,3,0
774,3.3333333333333335,1.4285714285714286,7.0,30.0,7.25,6.0,6.0,80,133,145,11,1.0,225,11.25,0,0,2,16,20,20,0
778,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,365,365,0,-365,0.0,365,365.0,0,0,0,0,0,1,0
779,2.0,2.0,0.0,-100.0,0.0,0.0,-100.0,453,453,0,-453,0.0,453,226.5,0,0,0,0,0,0,0
780,1.1111111111111112,1.25,55.0,57.0,47.3,176.0,51.0,33,311,473,161,-121.0,506,50.6,0,1,1,1,3,7,0
781,3.0,1.2857142857142858,1.0,4.0,7.222222222222222,1.0,24.0,442,491,65,-426,0.0,507,56.333333333333336,0,0,0,0,0,0,0
783,1.0,1.0,51.0,63.0,40.75,49.0,63.0,22,102,163,60,2.0,185,46.25,1,1,2,3,4,4,1
788,1.4,1.1666666666666667,19.0,21.0,20.571428571428573,5.0,0.0,12,72,144,72,14.0,156,22.285714285714285,3,3,4,7,7,7,1
794,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,100,100,0,-100,0.0,100,100.0,0,0,0,1,1,1,0
796,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,46,46,0,-46,0.0,46,46.0,0,1,1,1,1,1,0
797,4.0,2.0,17.0,12.0,8.1875,0.0,0.0,12,88,131,42,17.0,143,8.9375,5,5,8,16,16,16,1
798,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,338,338,0,-338,0.0,338,338.0,0,0,0,0,0,1,0
799,2.0,1.0,6.0,-100.0,3.0,6.0,-100.0,164,167,6,-161,0.0,170,85.0,0,0,0,2,2,2,0
805,3.0,1.5,0.0,4.0,1.3333333333333333,4.0,0.0,377,381,4,-377,-4.0,381,127.0,0,0,0,0,0,0,0
806,3.8,1.8095238095238095,2.0,0.0,10.31578947368421,0.0,6.0,4,139,392,253,2.0,396,10.421052631578947,7,8,12,22,23,30,1
808,2.0,1.0,5.0,-100.0,2.5,5.0,-100.0,25,27,5,-23,0.0,30,15.0,2,2,2,2,2,2,1
811,1.5,1.5,4.0,5.0,3.0,5.0,4.0,180,185,9,-176,-1.0,189,63.0,0,0,0,1,3,3,0
813,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,46,46,0,-46,0.0,46,46.0,0,1,1,1,1,1,0
814,1.0,1.5,40.0,5.0,15.0,5.0,40.0,332,337,45,-292,35.0,377,125.66666666666667,0,0,0,0,0,2,0
823,1.0,1.0,240.0,-100.0,120.0,240.0,-100.0,199,319,240,-79,0.0,439,219.5,0,0,0,0,1,1,0
825,1.0,1.0,33.0,86.0,36.22222222222222,29.0,28.0,71,210,326,116,4.0,397,44.111111111111114,0,0,1,4,5,8,0
831,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,81,81,0,-81,0.0,81,81.0,0,0,1,1,1,1,0
834,27.0,7.363636363636363,0.0,5.0,1.0864197530864197,0.0,0.0,4,72,88,16,0.0,92,1.1358024691358024,20,39,79,81,81,81,1
843,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,276,276,0,-276,0.0,276,276.0,0,0,0,0,0,1,0
846,1.0,1.3333333333333333,99.0,1.0,54.25,117.0,1.0,219,336,217,-120,-18.0,436,109.0,0,0,0,0,1,3,0
848,1.0,1.0,56.0,-100.0,28.0,56.0,-100.0,450,478,56,-422,0.0,506,253.0,0,0,0,0,0,0,0
852,1.4285714285714286,1.1111111111111112,17.0,0.0,21.5,2.0,115.0,183,351,215,-137,15.0,398,39.8,0,0,0,0,2,7,0
855,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,43,43,0,-43,0.0,43,43.0,0,1,1,1,1,1,1
857,2.2,1.2222222222222223,0.0,14.0,21.09090909090909,30.0,39.0,71,303,464,161,-30.0,535,24.318181818181817,0,0,1,4,10,13,0
858,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,22,22,0,-22,0.0,22,22.0,1,1,1,1,1,1,1
859,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,301,301,0,-301,0.0,301,301.0,0,0,0,0,0,1,0
861,1.0,1.0,34.0,68.0,28.8,15.0,27.0,390,432,144,-288,19.0,534,106.8,0,0,0,0,0,0,0
866,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,333,333,0,-333,0.0,333,333.0,0,0,0,0,0,1,0
869,1.3333333333333333,1.3333333333333333,1.0,0.0,22.375,9.0,46.0,24,120,179,59,-8.0,203,25.375,1,2,3,5,8,8,1
870,3.0,1.7142857142857142,0.0,1.0,9.916666666666666,25.0,53.0,77,269,238,-31,-25.0,315,13.125,0,0,1,5,13,24,1
873,1.0,1.0,51.0,-100.0,25.5,51.0,-100.0,336,361,51,-311,0.0,387,193.5,0,0,0,0,0,1,0
874,1.8888888888888888,1.3076923076923077,6.0,0.0,29.294117647058822,214.0,2.0,39,437,498,61,-208.0,537,31.58823529411765,0,1,1,1,3,5,0
875,1.7,1.3076923076923077,21.0,18.0,24.941176470588236,8.0,9.0,15,309,424,115,13.0,439,25.823529411764707,2,3,3,5,6,11,1
876,1.5,1.0,7.0,242.0,83.0,242.0,7.0,73,315,249,-66,-235.0,322,107.33333333333333,0,0,1,1,1,3,0
877,1.6666666666666667,1.6666666666666667,1.0,4.0,18.0,64.0,21.0,51,136,90,-46,-63.0,141,28.2,0,1,1,5,5,5,0
878,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,266,266,0,-266,0.0,266,266.0,0,0,0,0,1,1,1
879,1.6666666666666667,1.25,0.0,104.0,26.4,11.0,17.0,5,33,132,99,-11.0,137,27.4,2,3,3,5,5,5,1
883,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,18,18,0,-18,0.0,18,18.0,1,1,1,1,1,1,0
884,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,54,54,0,-54,0.0,54,54.0,0,1,1,1,1,1,0
886,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,524,524,0,-524,0.0,524,524.0,0,0,0,0,0,0,0
887,1.0,1.0,107.0,-100.0,53.5,107.0,-100.0,166,219,107,-113,0.0,273,136.5,0,0,0,1,1,2,0
888,1.0,1.0,81.0,-100.0,40.5,81.0,-100.0,187,227,81,-147,0.0,268,134.0,0,0,0,0,2,2,1
895,1.3333333333333333,1.0,5.0,57.0,28.0,50.0,57.0,415,493,112,-382,-45.0,527,131.75,0,0,0,0,0,0,0
901,1.3333333333333333,1.0,16.0,48.0,59.0,91.0,103.0,43,352,472,120,-75.0,515,64.375,0,1,1,2,3,4,1
904,1.4,1.1666666666666667,6.0,1.0,37.285714285714285,90.0,74.0,226,438,261,-177,-84.0,487,69.57142857142857,0,0,0,0,1,2,0
906,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,211,211,0,-211,0.0,211,211.0,0,0,0,0,1,1,0
908,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,130,130,0,-130,0.0,130,130.0,0,0,0,1,1,1,0
910,1.0,1.0,116.0,31.0,49.0,31.0,116.0,129,160,147,-13,85.0,276,92.0,0,0,0,2,2,3,0
911,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,218,218,0,-218,0.0,218,218.0,0,0,0,0,1,1,0
912,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,162,162,0,-162,0.0,162,162.0,0,0,0,1,1,1,0
916,1.0,1.0,36.0,-100.0,18.0,36.0,-100.0,36,54,36,-18,0.0,72,36.0,0,1,2,2,2,2,1
917,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,95,95,0,-95,0.0,95,95.0,0,0,0,1,1,1,0
918,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,443,443,0,-443,0.0,443,443.0,0,0,0,0,0,0,0
919,8.285714285714286,3.625,19.0,2.0,3.4827586206896552,44.0,12.0,51,135,202,66,-25.0,253,4.362068965517241,0,1,1,49,58,58,0
921,1.0,1.0,167.0,-100.0,83.5,167.0,-100.0,114,197,167,-31,0.0,281,140.5,0,0,0,1,1,2,0
926,2.6666666666666665,1.6,41.0,0.0,7.875,11.0,0.0,52,64,63,-2,30.0,115,14.375,0,1,7,8,8,8,1
927,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,267,267,0,-267,0.0,267,267.0,0,0,0,0,1,1,0
931,1.2,1.2,209.0,7.0,48.333333333333336,4.0,23.0,18,68,290,221,205.0,308,51.333333333333336,2,3,3,5,5,6,0
932,1.1428571428571428,1.0,27.0,68.0,30.0,47.0,10.0,67,183,240,57,-20.0,307,38.375,0,0,1,4,6,8,1
933,1.6666666666666667,1.0,21.0,58.0,22.0,8.0,23.0,70,101,110,9,13.0,180,36.0,0,0,2,5,5,5,0
937,2.5714285714285716,1.2857142857142858,10.0,7.0,10.944444444444445,13.0,2.0,16,105,197,92,-3.0,213,11.833333333333334,2,4,5,14,18,18,1
940,1.875,1.5,6.0,8.0,16.133333333333333,0.0,1.0,11,127,242,115,6.0,253,16.866666666666667,4,5,6,10,15,15,1
943,1.875,1.25,28.0,29.0,16.333333333333332,28.0,12.0,248,380,245,-135,0.0,493,32.86666666666667,0,0,0,0,1,6,0
946,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,141,141,0,-141,0.0,141,141.0,0,0,0,1,1,1,0
949,3.8,3.1666666666666665,0.0,1.0,16.0,0.0,177.0,12,292,304,12,0.0,316,16.63157894736842,2,2,2,2,4,19,1
951,1.0,1.0,151.0,39.0,67.75,81.0,39.0,52,152,271,118,70.0,323,80.75,0,1,1,3,3,4,0
952,1.0,1.0,76.0,186.0,87.33333333333333,186.0,76.0,260,446,262,-184,-110.0,522,174.0,0,0,0,0,1,1,0
953,2.111111111111111,1.2666666666666666,0.0,3.0,17.68421052631579,47.0,41.0,103,316,336,20,-47.0,439,23.105263157894736,0,0,0,2,7,10,0
955,1.0,1.0,75.0,12.0,29.0,12.0,75.0,26,38,87,49,63.0,113,37.666666666666664,1,2,2,3,3,3,1
956,26.25,6.8478260869565215,15.0,2.0,1.1682539682539683,6.0,1.0,5,205,368,163,9.0,373,1.1841269841269841,3,6,16,139,229,314,1
966,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,72,72,0,-72,0.0,72,72.0,0,0,1,1,1,1,0
967,1.0,1.0,12.0,-100.0,6.0,12.0,-100.0,364,370,12,-358,0.0,376,188.0,0,0,0,0,0,1,0
968,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,310,310,0,-310,0.0,310,310.0,0,0,0,0,0,1,0
969,1.0,1.0,33.0,-100.0,16.5,33.0,-100.0,333,349,33,-317,0.0,366,183.0,0,0,0,0,0,1,0
971,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,535,535,0,-535,0.0,535,535.0,0,0,0,0,0,0,0
972,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,542,542,0,-542,0.0,542,542.0,0,0,0,0,0,0,0
976,1.0,1.0,28.0,-100.0,14.0,28.0,-100.0,12,26,28,2,0.0,40,20.0,1,2,2,2,2,2,1
977,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,106,106,0,-106,0.0,106,106.0,0,0,0,1,1,1,1
978,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,78,78,0,-78,0.0,78,78.0,0,0,1,1,1,1,0
983,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,106,106,0,-106,0.0,106,106.0,0,0,0,1,1,1,0
985,1.0,1.0,19.0,29.0,16.0,29.0,19.0,390,419,48,-371,-10.0,438,146.0,0,0,0,0,0,0,0
986,3.0,1.5,9.0,3.0,20.666666666666668,103.0,9.0,234,346,124,-222,-94.0,358,59.666666666666664,0,0,0,0,1,6,0
991,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,157,157,0,-157,0.0,157,157.0,0,0,0,1,1,1,0
993,1.8333333333333333,1.1578947368421053,6.0,13.0,23.227272727272727,37.0,31.0,16,278,511,232,-31.0,527,23.954545454545453,1,2,3,7,11,16,1
995,1.0,1.0,109.0,85.0,60.5,48.0,85.0,66,156,242,85,61.0,308,77.0,0,0,1,2,3,4,0
996,3.0,1.5,53.0,1.0,12.333333333333334,2.0,7.0,15,25,111,86,51.0,126,14.0,5,5,8,9,9,9,1
998,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,446,446,0,-446,0.0,446,446.0,0,0,0,0,0,0,0
1001,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,70,70,0,-70,0.0,70,70.0,0,0,1,1,1,1,0
1003,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,536,536,0,-536,0.0,536,536.0,0,0,0,0,0,0,0
1006,1.0,1.0,106.0,32.0,45.166666666666664,40.0,20.0,4,100,271,170,66.0,275,45.833333333333336,1,2,3,5,5,6,0
1007,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,247,247,0,-247,0.0,247,247.0,0,0,0,0,1,1,0
1008,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,127,127,0,-127,0.0,127,127.0,0,0,0,1,1,1,0
1009,1.0,1.0,22.0,37.0,32.5,71.0,37.0,365,454,130,-325,-49.0,495,123.75,0,0,0,0,0,1,0
