clientbankpartner_pin,client_pin,partner_src_type_ccode,client_start_date,partnerrolestart_date
250389,9856,4,2020-05-29,2020-02-01
10543,9859,4,2019-06-22,2019-06-01
1112,9863,5,2020-11-25,2020-08-01
185328,9865,1,2019-09-24,2019-09-01
4973,9870,5,2020-06-23,2020-04-01
1445,9877,5,2020-11-05,2019-06-01
190189,9880,4,2019-10-14,2019-09-01
503,9881,5,2019-10-07,2019-06-01
2756,9885,5,2020-10-25,2019-02-01
306981,9886,4,2020-08-16,2020-07-01
6853,9890,4,2020-01-18,2019-09-01
6057,9894,1,2020-04-30,2019-10-01
2138,9896,5,2019-06-16,2019-04-01
297092,9929,4,2020-09-24,2020-07-01
147275,9930,4,2020-09-16,2019-05-01
2312,9932,5,2019-05-25,2019-05-01
566,9938,5,2020-09-27,2020-05-01
10543,9943,4,2019-08-15,2019-06-01
147816,9952,1,2020-10-20,2019-05-01
300737,9955,4,2020-10-21,2020-05-01
1389,9961,5,2020-11-25,2020-07-01
222786,9965,4,2020-04-27,2019-12-01
168682,9967,4,2020-06-26,2019-08-01
169627,9968,4,2019-09-25,2019-08-01
196175,9975,4,2020-08-02,2019-10-01
300737,9977,4,2020-07-09,2020-05-01
300830,9982,4,2020-09-29,2020-05-01
232023,9983,4,2020-09-28,2020-04-01
273855,9991,4,2020-05-01,2020-03-01
1700,9992,5,2019-12-18,2019-01-01
268023,9994,4,2020-11-25,2020-04-01
227419,9995,4,2020-05-30,2020-01-01
1389,10016,5,2020-09-01,2020-07-01
5546,10018,4,2020-02-01,2020-01-01
45724,10019,4,2020-10-25,2020-10-01
3970,10023,5,2020-10-10,2020-04-01
169818,10027,4,2019-10-12,2019-08-01
4973,10032,5,2020-07-17,2020-04-01
4368,10033,5,2019-11-13,2019-08-01
12349,10038,4,2020-02-17,2020-02-01
2328,10045,5,2020-09-28,2020-07-01
143469,10047,1,2020-08-22,2019-06-01
281963,10049,4,2020-11-30,2020-05-01
3514,10052,5,2020-11-12,2020-02-01
224186,10069,4,2020-03-08,2020-01-01
130756,10075,1,2020-02-08,2019-03-01
220774,10091,4,2020-08-17,2020-01-01
201499,10095,4,2020-06-22,2019-11-01
4717,10097,5,2020-09-29,2020-05-01
14315,10100,4,2020-08-17,2019-05-01
209256,10101,4,2020-09-30,2019-11-01
327059,10104,4,2020-08-07,2020-07-01
120038,10114,4,2019-10-06,2019-05-01
121691,10118,4,2019-07-25,2019-01-01
169627,10119,4,2019-12-20,2019-08-01
4661,10130,5,2020-11-16,2019-11-01
2352,10133,5,2020-11-30,2020-11-01
4144,10134,5,2019-07-31,2019-05-01
5300,10138,4,2020-10-26,2020-10-01
1138,10143,5,2020-09-23,2019-10-01
14315,10144,4,2020-02-10,2019-05-01
270277,10146,4,2020-08-28,2020-04-01
169627,10158,4,2020-11-11,2019-08-01
247856,10166,4,2020-05-02,2020-02-01
227419,10168,4,2020-06-01,2020-01-01
120402,10172,4,2019-08-04,2019-05-01
13116,10177,1,2020-09-29,2020-09-01
4753,10180,5,2020-11-30,2020-11-01
120953,10182,4,2020-07-12,2018-12-01
121589,10191,4,2020-09-15,2019-01-01
5006,10192,5,2020-05-09,2020-04-01
123986,10193,4,2020-04-03,2019-10-01
121518,10195,1,2020-01-21,2019-02-01
309743,10204,1,2020-07-13,2020-06-01
125112,10205,1,2019-08-08,2019-02-01
147430,10209,1,2020-10-27,2019-05-01
169627,10210,4,2020-07-30,2019-08-01
242186,10212,4,2020-06-12,2020-02-01
23008,10213,4,2020-10-04,2020-08-01
4383,10216,5,2020-05-15,2019-09-01
3118,10222,5,2020-02-11,2019-12-01
6781,10225,4,2020-10-26,2020-06-23
277514,10226,4,2020-08-28,2020-04-01
200035,10236,4,2020-05-10,2020-04-01
145198,10240,4,2020-05-23,2019-06-01
44700,10251,4,2020-11-23,2020-11-01
1187,10253,5,2020-10-28,2020-07-01
600,10255,5,2019-11-25,2019-10-01
136295,10274,4,2019-09-23,2019-04-01
10391,10283,4,2020-05-23,2020-05-01
6590,10285,4,2020-10-11,2020-09-01
240315,10288,4,2020-06-14,2020-02-01
309743,10289,1,2020-07-30,2020-06-01
251500,10291,4,2020-05-30,2020-03-01
1514,10295,5,2019-11-18,2019-05-01
1637,10309,5,2020-10-24,2019-02-01
16250,10320,4,2020-10-05,2020-10-01
165353,10321,4,2020-03-20,2019-11-01
39720,10323,1,2020-11-18,2020-09-01
3132,10325,5,2020-07-25,2019-07-01
152678,10329,4,2019-12-24,2019-12-01
3147,10332,5,2020-01-21,2019-09-01
327963,10336,4,2020-10-10,2020-07-01
120741,10343,1,2020-08-27,2018-12-01
182339,10349,4,2020-02-24,2019-09-01
320860,10350,4,2020-10-20,2020-08-01
3515,10351,5,2020-08-17,2020-06-01
121579,10356,4,2019-11-24,2018-12-01
203965,10358,4,2020-01-26,2019-11-01
227419,10364,4,2020-08-14,2020-01-01
303866,10375,4,2020-06-26,2020-05-01
117528,10385,4,2020-11-11,2019-04-01
169627,10392,4,2020-02-06,2019-08-01
140650,10400,4,2019-12-03,2019-06-01
118818,10404,4,2020-03-30,2019-12-01
2496,10433,5,2020-05-11,2019-05-01
155444,10442,4,2020-01-26,2019-10-01
120304,10449,4,2020-08-15,2019-03-01
159,10452,5,2019-04-21,2019-04-01
159,10454,5,2019-04-21,2019-04-01
126843,10458,1,2020-10-18,2019-05-01
6853,10461,4,2020-02-09,2019-09-01
159,10462,5,2019-04-18,2019-04-01
4100,10463,5,2019-06-14,2019-04-01
128439,10468,1,2020-08-08,2019-06-01
4074,10469,5,2019-11-23,2019-09-01
159,10470,5,2019-05-26,2019-04-01
169627,10474,4,2019-11-13,2019-08-01
121704,10484,4,2020-03-15,2019-01-01
2953,10493,5,2020-11-15,2019-06-01
251008,10505,4,2020-02-19,2020-02-01
126843,10507,1,2020-07-27,2019-05-01
9650,10512,4,2019-08-01,2019-01-01
120304,10524,4,2020-10-29,2019-03-01
5221,10525,5,2020-09-29,2020-09-01
8522,10535,4,2020-05-24,2019-10-01
280151,10536,4,2020-08-28,2020-07-01
6781,10558,4,2020-09-20,2020-06-23
198005,10564,4,2020-01-29,2019-10-01
142225,10565,4,2020-08-14,2020-05-01
7832,10566,4,2020-10-21,2019-06-01
3687,10566,5,2020-06-29,2020-01-01
1137,10572,5,2020-11-22,2020-04-01
586,10585,5,2020-03-07,2019-05-01
4094,10586,5,2020-03-07,2019-04-01
280151,10591,1,2020-09-03,2020-07-01
3898,10594,5,2019-12-29,2019-01-01
324664,10601,4,2020-08-20,2020-07-01
4282,10604,5,2020-08-22,2019-09-01
122896,10608,4,2020-02-24,2019-07-01
271726,10616,4,2020-10-10,2020-09-01
236568,10626,4,2020-07-30,2020-02-01
3290,10637,5,2020-10-14,2019-03-01
183,10640,5,2020-09-14,2020-06-01
260082,10641,4,2020-03-13,2020-03-01
3536,10644,5,2020-05-24,2020-04-01
234957,10645,4,2020-10-19,2020-05-01
10648,10648,1,2020-10-12,2019-01-01
169627,10658,4,2020-03-21,2019-08-01
169627,10660,4,2020-01-25,2019-08-01
2542,10668,5,2019-12-02,2019-11-01
247668,10669,4,2020-08-21,2020-02-01
119812,10673,1,2020-01-07,2019-01-01
4111,10674,5,2020-08-20,2020-08-01
644,10685,5,2020-11-30,2020-08-01
4393,10686,5,2020-11-23,2020-03-01
124838,10695,4,2019-04-18,2019-03-01
199188,10696,4,2020-07-25,2019-10-01
13003,10702,4,2020-04-10,2019-11-01
135173,10704,1,2020-05-09,2019-04-01
4526,10711,5,2020-02-25,2020-02-01
138675,10722,1,2020-10-21,2019-05-01
4717,10726,5,2020-06-21,2020-05-01
4124,10727,5,2020-10-26,2019-05-01
124414,10738,1,2019-03-29,2019-03-01
230196,10742,4,2020-03-05,2020-01-01
3898,10753,5,2020-06-19,2019-01-01
200035,10762,4,2020-04-04,2020-04-01
205254,10765,4,2019-11-30,2019-11-01
191910,10778,4,2020-06-28,2019-09-01
3303,10784,5,2020-05-24,2020-05-01
14447,10793,1,2019-11-18,2019-09-01
125427,10803,4,2020-07-23,2019-02-01
121382,10806,4,2020-01-12,2019-02-01
180158,10810,4,2020-06-10,2019-08-01
444,10816,5,2019-10-13,2019-09-01
1784,10821,5,2020-03-22,2019-10-01
1414,10826,5,2020-01-26,2019-09-01
120948,10828,4,2020-10-03,2020-01-01
120741,10830,1,2019-05-11,2018-12-01
3898,10831,5,2020-09-15,2019-01-01
4100,10851,5,2020-11-30,2019-04-01
173025,10860,4,2020-10-04,2019-08-01
156791,10861,4,2019-10-20,2019-06-01
201238,10863,4,2019-12-27,2019-11-01
123986,10880,4,2020-09-02,2019-10-01
117710,10905,4,2020-10-05,2020-04-01
169627,10910,4,2019-10-22,2019-08-01
444,10924,5,2020-04-20,2019-09-01
1690,10928,5,2019-07-26,2019-02-01
145198,10939,4,2020-04-25,2019-06-01
34487,10953,4,2020-09-09,2020-09-01
3680,10957,5,2019-03-30,2019-02-01
5095,10961,5,2020-11-17,2020-09-01
3898,10982,5,2019-12-14,2019-01-01
214952,10987,4,2020-06-09,2019-12-01
126843,10989,1,2020-09-17,2019-05-01
122960,10992,4,2020-06-20,2020-02-01
122016,10994,1,2020-11-17,2019-01-01
185463,11002,1,2019-09-26,2019-09-01
3536,11006,5,2020-08-01,2020-04-01
125445,11008,4,2019-10-15,2019-07-01
199650,11020,4,2020-01-14,2019-12-01
169627,11022,4,2019-09-30,2019-08-01
1815,11023,5,2020-02-23,2019-09-01
122777,11030,4,2019-06-10,2019-03-01
126733,11031,4,2020-01-26,2019-04-01
1887,11034,5,2019-12-27,2019-01-01
121237,11037,4,2020-09-20,2019-01-01
226317,11044,4,2020-02-27,2020-01-01
211225,11054,4,2019-12-30,2019-11-01
140854,11055,4,2020-07-09,2019-06-01
166656,11056,4,2019-07-27,2019-07-01
159,11060,5,2019-04-25,2019-04-01
304323,11066,4,2020-09-22,2020-06-01
202559,11067,4,2020-06-29,2020-05-01
119908,11069,4,2020-02-12,2019-06-01
788,11084,5,2020-09-21,2020-03-01
145198,11100,4,2020-07-31,2019-06-01
231400,11102,4,2020-03-20,2020-02-01
121729,11111,1,2019-10-27,2019-01-01
123986,11113,4,2020-08-27,2019-10-01
4833,11117,5,2020-09-07,2020-08-01
679,11121,5,2019-10-11,2019-01-01
169627,11124,4,2020-03-09,2019-08-01
121020,11134,4,2020-03-09,2020-02-01
164671,11153,4,2020-10-28,2019-08-01
3980,11154,5,2019-10-05,2019-06-01
3778,11159,5,2019-10-21,2019-04-01
18372,11163,4,2020-10-28,2020-10-01
306555,11166,4,2020-09-17,2020-08-01
126843,11170,1,2020-05-22,2019-05-01
190601,11172,4,2019-10-19,2019-09-01
304323,11173,4,2020-09-29,2020-06-01
146355,11176,4,2020-06-30,2020-04-01
165978,11183,4,2020-04-06,2019-07-01
12163,11185,4,2019-10-26,2019-06-01
125779,11194,4,2020-02-29,2019-12-01
300810,11199,4,2020-09-23,2020-05-01
188108,11201,4,2020-04-20,2019-10-01
169428,11202,4,2020-11-03,2019-09-01
138675,11209,1,2020-08-13,2019-05-01
220774,11236,4,2020-11-30,2020-01-01
18863,11242,4,2020-09-02,2020-08-01
2619,11246,5,2020-09-09,2020-02-01
196460,11249,4,2020-01-20,2019-12-01
188754,11251,4,2020-05-25,2019-10-01
175928,11260,1,2020-03-01,2019-09-01
210761,11262,4,2020-02-03,2019-11-01
283666,11267,4,2020-07-31,2020-06-01
3550,11271,5,2020-07-24,2019-07-01
120741,11296,1,2020-08-28,2018-12-01
229262,11298,4,2020-06-19,2020-01-01
283884,11303,4,2020-10-13,2020-04-01
4681,11307,5,2020-09-07,2019-11-01
586,11310,5,2019-05-26,2019-05-01
14041,11314,4,2019-12-03,2019-10-01
164540,11315,4,2020-06-22,2019-09-01
304323,11316,4,2020-07-18,2020-06-01
164671,11320,4,2020-04-25,2019-08-01
268845,11324,4,2020-03-28,2020-03-01
6853,11326,4,2019-11-13,2019-09-01
586,11328,5,2020-06-24,2019-05-01
283884,11336,4,2020-04-28,2020-04-01
174230,11339,4,2020-03-30,2020-03-01
6747,11345,1,2019-11-30,2018-12-01
230474,11358,4,2020-05-01,2020-01-01
247699,11367,4,2020-07-19,2020-02-01
14315,11372,4,2019-05-03,2019-05-01
10082,11383,4,2020-07-11,2019-01-01
264590,11390,4,2020-07-23,2020-03-01
132257,11393,1,2019-05-29,2019-04-01
165197,11406,4,2020-04-21,2019-07-01
270277,11416,4,2020-05-25,2020-04-01
269068,11418,4,2020-06-23,2020-03-01
194175,11432,4,2020-02-22,2019-10-01
1688,11435,5,2020-09-27,2019-03-01
4661,11440,5,2020-06-06,2019-11-01
4717,11455,5,2020-06-13,2020-05-01
6023,11459,4,2020-10-21,2020-08-01
1138,11468,5,2020-06-12,2019-10-01
31262,11474,4,2020-11-30,2020-09-01
4144,11479,5,2019-08-18,2019-05-01
4634,11480,5,2020-02-09,2019-11-01
4272,11482,5,2020-01-27,2019-10-01
283884,11484,4,2020-09-30,2020-04-01
283297,11487,1,2020-10-18,2020-04-01
8613,11511,1,2020-04-25,2019-03-01
124682,11513,4,2020-02-03,2019-03-01
2,11525,5,2019-06-13,2018-12-01
8698,11526,1,2020-05-25,2019-09-01
133441,11532,4,2020-01-29,2019-03-01
240315,11536,4,2020-05-28,2020-02-01
3550,11545,5,2019-09-14,2019-07-01
126843,11547,1,2019-09-30,2019-05-01
142401,11552,1,2020-08-27,2019-05-01
117744,11557,1,2020-11-23,2019-05-01
210761,11560,4,2020-02-02,2019-11-01
229262,11561,4,2020-06-21,2020-01-01
2754,11563,5,2019-10-25,2019-08-01
1686,11574,5,2019-11-30,2019-03-01
126843,11608,1,2020-10-10,2019-05-01
1389,11609,5,2020-07-31,2020-07-01
125107,11616,1,2019-12-29,2019-02-01
14144,11619,4,2019-04-28,2019-04-01
147804,11623,4,2019-09-04,2019-05-01
175948,11627,1,2020-02-29,2019-09-01
1373,11633,5,2019-09-11,2019-03-01
125779,11635,4,2020-02-29,2019-12-01
179637,11637,4,2019-09-02,2019-09-01
9650,11641,4,2019-06-01,2019-01-01
8858,11643,4,2020-06-30,2019-11-01
329707,11650,4,2020-08-06,2020-07-01
147495,11661,4,2020-02-29,2019-05-01
3995,11666,5,2020-09-30,2019-08-01
120741,11668,1,2020-08-14,2018-12-01
8398,11675,3,2020-05-25,2020-03-01
1756,11681,5,2020-10-26,2020-03-01
185093,11683,4,2020-08-13,2020-03-01
354,11687,5,2020-10-03,2020-02-01
61674,11696,4,2020-11-30,2020-10-01
188700,11698,4,2020-08-07,2019-10-01
270277,11708,4,2020-05-14,2020-04-01
9650,11711,4,2020-06-23,2019-01-01
166843,11724,4,2019-09-15,2019-08-01
155984,11729,4,2020-05-15,2019-10-01
121689,11763,4,2019-12-08,2019-08-01
4094,11764,5,2020-02-29,2019-04-01
143469,11787,1,2020-03-21,2019-06-01
3898,11790,5,2019-09-22,2019-01-01
8192,11798,4,2019-06-17,2019-05-01
251500,11807,4,2020-05-28,2020-03-01
120741,11813,1,2020-07-26,2018-12-01
125445,11823,4,2019-07-21,2019-07-01
126843,11832,1,2020-05-28,2019-05-01
118648,11835,1,2020-05-29,2019-03-01
5334,11849,4,2020-11-19,2020-11-01
172174,11857,4,2020-10-28,2020-03-01
9747,11862,4,2020-10-21,2020-09-01
169627,11865,4,2020-01-05,2019-08-01
4171,11879,5,2020-10-11,2019-05-01
126843,11880,1,2020-10-13,2019-05-01
123986,11885,4,2020-10-11,2019-10-01
121715,11887,1,2019-06-10,2019-01-01
5303,11897,4,2020-10-28,2020-10-01
212000,11903,4,2020-10-18,2020-09-01
3550,11920,5,2020-01-28,2019-07-01
120050,11937,4,2020-11-24,2020-03-01
3550,11938,5,2020-05-21,2019-07-01
327059,11941,4,2020-09-07,2020-07-01
2394,11945,5,2019-09-03,2019-02-01
283884,11949,4,2020-04-30,2020-04-01
2,11956,5,2019-11-27,2018-12-01
530,11969,5,2019-11-18,2019-08-01
159146,11974,4,2019-06-24,2019-06-01
190601,11979,4,2020-11-10,2019-09-01
123986,11980,4,2020-11-26,2019-10-01
13350,11992,4,2020-06-23,2020-04-01
2993,12000,5,2020-05-03,2019-02-01
3684,12013,5,2019-12-10,2019-05-01
121553,12019,4,2020-05-24,2020-04-01
30485,12024,4,2020-11-26,2020-09-01
13596,12033,1,2020-05-22,2020-01-01
119675,12067,4,2020-10-17,2020-09-01
169627,12079,4,2020-02-05,2019-08-01
126843,12080,1,2020-11-13,2019-05-01
4956,12085,5,2020-05-29,2020-04-01
270277,12086,4,2020-11-11,2020-04-01
120369,12099,4,2019-05-02,2019-05-01
283884,12104,4,2020-05-30,2020-04-01
118826,12111,4,2019-09-16,2019-08-01
8065,12119,1,2020-05-11,2019-01-01
270277,12122,4,2020-09-30,2020-04-01
120224,12123,4,2019-09-23,2019-07-01
118923,12128,4,2020-09-29,2020-06-01
169627,12138,4,2019-11-30,2019-08-01
126843,12148,1,2020-06-12,2019-05-01
4906,12153,5,2020-09-15,2020-03-01
3526,12158,5,2020-09-14,2019-08-01
119090,12160,4,2020-09-18,2019-03-01
10270,12166,1,2020-10-21,2019-02-01
118922,12168,4,2020-08-07,2019-12-01
7204,12176,4,2019-10-07,2019-07-01
117743,12179,1,2020-05-02,2019-05-01
120741,12198,1,2020-10-28,2018-12-01
165665,12212,4,2019-10-07,2019-09-01
18385,12213,4,2020-09-30,2020-08-01
125779,12229,4,2020-06-28,2019-12-01
125779,12229,4,2019-12-23,2019-12-01
125779,12230,4,2020-06-28,2019-12-01
121636,12235,4,2020-07-25,2020-01-01
6781,12261,4,2020-11-17,2020-06-23
6853,12264,4,2020-01-01,2019-09-01
229262,12272,4,2020-06-15,2020-01-01
169627,12281,4,2019-11-26,2019-08-01
6853,12282,4,2019-11-24,2019-09-01
977,12307,5,2020-09-21,2019-12-01
164540,12331,4,2020-10-26,2019-09-01
121854,12335,1,2020-04-20,2019-01-01
117608,12340,4,2020-09-24,2019-11-01
139026,12344,1,2020-07-31,2019-12-01
4847,12355,5,2020-11-03,2020-08-01
12359,12359,4,2020-01-28,2019-11-01
216653,12394,4,2020-08-13,2019-12-01
14330,12406,4,2020-02-17,2020-02-01
1285,12410,5,2020-10-11,2020-08-01
10026,12422,4,2020-04-18,2019-06-01
121704,12439,4,2019-12-21,2019-01-01
21620,12483,4,2020-09-30,2020-07-01
244755,12499,4,2020-11-18,2020-02-01
120741,12504,1,2020-04-13,2018-12-01
12359,12509,4,2020-03-07,2019-11-01
34417,12510,4,2020-09-28,2020-09-01
3276,12514,5,2019-07-20,2019-05-01
119997,12517,4,2020-01-07,2019-11-01
118923,12521,4,2020-07-17,2020-06-01
234131,12525,4,2020-07-19,2020-03-01
170639,12527,4,2020-10-21,2019-08-01
6853,12529,4,2019-12-28,2019-09-01
173025,12550,4,2020-08-08,2019-08-01
3684,12563,5,2019-11-26,2019-05-01
145198,12564,4,2020-11-05,2019-06-01
159,12570,5,2019-10-06,2019-04-01
225169,12577,4,2020-09-10,2019-12-01
120235,12590,4,2019-06-08,2019-03-01
159009,12594,4,2020-03-26,2019-10-01
180070,12602,4,2020-06-09,2019-09-01
1637,12607,5,2019-11-30,2019-02-01
126843,12622,1,2020-01-27,2019-05-01
4100,12631,5,2020-05-28,2019-04-01
273855,12633,4,2020-04-05,2020-03-01
265754,12636,4,2020-05-11,2020-04-01
264590,12639,4,2020-10-13,2020-03-01
2991,12648,5,2020-11-18,2020-09-01
126843,12649,1,2019-10-04,2019-05-01
4805,12650,5,2020-08-09,2020-08-01
3608,12657,5,2020-06-28,2020-04-01
261094,12659,4,2020-08-13,2020-03-01
126256,12663,4,2020-06-27,2019-03-01
8065,12666,1,2020-05-09,2019-01-01
4417,12671,5,2020-09-13,2020-05-01
151722,12673,1,2020-01-15,2019-07-01
4100,12696,5,2019-06-07,2019-04-01
1544,12698,5,2020-11-24,2019-08-01
137371,12702,4,2020-02-11,2019-04-01
179637,12704,4,2020-06-23,2019-09-01
2152,12708,5,2020-10-25,2020-05-01
169627,12721,4,2020-02-01,2019-08-01
121486,12728,1,2020-10-10,2019-08-01
2024,12729,5,2019-11-17,2019-02-01
3261,12731,5,2020-08-20,2020-05-01
161885,12738,4,2020-07-26,2019-08-01
165665,12742,4,2020-07-24,2019-09-01
4094,12748,5,2019-08-15,2019-04-01
173551,12755,4,2020-05-29,2019-09-01
161474,12756,1,2020-04-04,2020-01-01
188403,12772,4,2020-07-09,2019-10-01
229262,12792,4,2020-06-20,2020-01-01
4192,12806,5,2019-12-07,2019-06-01
121518,12810,1,2020-03-13,2019-02-01
176352,12820,4,2019-10-26,2019-10-01
4569,12824,5,2020-10-04,2020-02-01
2024,12833,5,2019-10-04,2019-02-01
197420,12842,4,2020-05-18,2020-03-01
118826,12847,4,2019-09-21,2019-08-01
1187,12857,5,2020-10-26,2020-07-01
743,12859,5,2019-09-28,2019-02-01
126843,12864,1,2020-11-19,2019-05-01
121905,12870,1,2020-09-06,2019-05-01
39129,12875,4,2020-10-14,2020-09-01
4057,12893,5,2019-09-15,2019-05-01
7641,12894,4,2020-01-07,2019-10-01
120113,12898,4,2020-05-24,2019-02-01
8293,12925,4,2020-05-10,2020-02-01
265754,12930,4,2020-09-24,2020-04-01
788,12933,5,2020-08-20,2020-03-01
133125,12946,1,2020-03-27,2019-04-01
120899,12951,4,2020-10-05,2018-12-01
121225,12965,4,2020-08-14,2019-01-01
126843,12974,1,2019-12-21,2019-05-01
121346,12985,4,2019-03-22,2019-01-01
162,12986,5,2020-09-07,2020-09-01
183362,12993,1,2020-05-12,2019-09-01
295057,12994,4,2020-09-22,2020-05-01
474,13001,5,2020-05-24,2019-09-01
220774,13006,4,2020-02-22,2020-01-01
120244,13040,4,2020-04-07,2019-11-01
228212,13043,4,2020-03-07,2020-03-01
3147,13045,5,2020-07-16,2019-09-01
7082,13048,4,2020-01-11,2019-12-01
2024,13050,5,2019-09-11,2019-02-01
218269,13066,4,2020-10-11,2019-12-01
164671,13079,4,2019-11-26,2019-08-01
271409,13099,4,2020-10-26,2020-03-01
148101,13103,1,2020-10-21,2019-08-01
354,13116,5,2020-09-07,2020-02-01
3945,13138,5,2019-11-25,2019-04-01
13075,13148,1,2019-06-29,2018-12-01
138675,13162,1,2020-02-29,2019-05-01
261094,13167,4,2020-07-19,2020-03-01
163295,13170,4,2020-02-17,2019-08-01
145704,13175,4,2020-02-15,2019-05-01
8065,13184,1,2020-05-10,2019-01-01
7641,13187,4,2020-05-30,2019-10-01
1984,13191,5,2020-09-29,2019-09-01
194828,13196,4,2020-11-11,2020-10-01
123986,13214,4,2020-03-12,2019-10-01
1637,13216,5,2020-04-17,2019-02-01
218269,13217,4,2020-02-29,2019-12-01
121690,13248,1,2020-04-14,2019-07-01
169428,13254,4,2020-09-20,2019-09-01
121579,13255,4,2020-10-21,2018-12-01
182328,13261,4,2020-07-17,2020-04-01
3199,13272,5,2020-11-26,2019-06-01
151722,13279,1,2020-08-10,2019-07-01
126843,13287,1,2020-05-24,2019-05-01
200524,13292,4,2020-06-30,2019-11-01
120741,13301,1,2019-04-21,2018-12-01
142339,13303,1,2020-04-28,2019-05-01
121691,13307,4,2020-05-30,2019-01-01
118437,13308,4,2020-11-10,2020-11-01
6853,13324,4,2020-03-02,2019-09-01
257878,13348,4,2020-05-11,2020-04-01
121905,13370,1,2020-03-19,2019-05-01
3989,13376,5,2020-05-10,2020-02-01
170679,13380,1,2020-02-23,2019-08-01
121148,13391,4,2019-03-27,2018-12-01
186314,13395,4,2020-04-27,2019-10-01
250342,13417,4,2020-04-07,2020-02-01
52865,13418,4,2020-10-28,2020-09-01
121011,13419,4,2020-06-29,2019-05-01
3920,13428,5,2020-06-30,2019-01-01
10050,13433,4,2019-07-21,2019-05-01
3787,13444,5,2019-10-27,2018-12-01
66314,13445,1,2020-11-25,2020-10-01
1952,13460,5,2020-09-30,2019-07-01
55771,13469,1,2020-11-30,2020-11-01
119908,13472,4,2020-09-06,2019-06-01
280324,13485,4,2020-11-19,2020-04-01
304323,13498,4,2020-06-20,2020-06-01
169627,13501,4,2020-04-20,2019-08-01
126843,13504,1,2019-07-18,2019-05-01
3199,13506,5,2020-08-10,2019-06-01
120741,13519,1,2020-05-25,2018-12-01
144372,13522,4,2019-08-11,2019-06-01
126843,13528,1,2020-10-25,2019-05-01
121589,13535,4,2020-06-27,2019-01-01
4137,13539,5,2020-05-28,2019-05-01
152678,13550,4,2020-01-01,2019-12-01
169428,13577,4,2020-06-30,2019-09-01
121948,13582,4,2020-07-20,2020-04-01
187027,13586,4,2020-07-25,2019-10-01
4054,13587,5,2020-10-26,2019-06-01
270277,13589,4,2020-08-22,2020-04-01
3898,13593,5,2020-02-10,2019-01-01
329078,13632,1,2020-09-23,2020-07-01
125240,13634,4,2020-04-27,2019-08-01
278125,13636,4,2020-04-14,2020-04-01
4661,13646,5,2020-09-20,2019-11-01
13639,13649,1,2020-09-30,2019-06-01
130756,13653,1,2020-01-06,2019-03-01
126843,13664,1,2020-11-26,2019-05-01
138675,13665,1,2020-07-26,2019-05-01
10296,13666,4,2019-05-26,2019-04-01
159,13677,5,2019-04-21,2019-04-01
165197,13679,4,2020-02-18,2019-07-01
1917,13683,5,2020-06-16,2019-09-01
125779,13685,4,2020-03-01,2019-12-01
354,13701,5,2020-09-21,2020-02-01
250342,13702,4,2020-09-17,2020-02-01
126843,13704,1,2020-04-19,2019-05-01
121532,13710,4,2019-06-14,2019-05-01
4074,13721,5,2020-10-07,2019-09-01
8021,13749,4,2020-09-03,2020-07-01
5140,13751,5,2020-09-02,2020-07-01
188403,13754,4,2020-10-20,2019-10-01
14447,13765,1,2020-01-07,2019-09-01
131362,13766,4,2019-03-29,2019-03-01
3898,13773,5,2020-04-27,2019-01-01
247661,13782,4,2020-08-13,2020-02-01
8256,13783,1,2020-09-14,2020-07-01
332989,13794,4,2020-10-19,2020-07-01
3269,13799,5,2020-09-23,2019-05-01
1926,13821,5,2020-09-28,2020-06-01
199076,13829,4,2020-11-17,2019-10-01
14155,13830,1,2020-11-25,2019-02-01
117740,13850,4,2020-11-24,2020-08-01
246989,13854,4,2020-03-29,2020-02-01
126843,13858,1,2020-08-15,2019-05-01
168696,13865,4,2020-04-30,2020-04-01
169627,13877,4,2020-09-01,2019-08-01
121576,13883,4,2020-09-29,2019-09-01
229262,13890,4,2020-06-15,2020-01-01
121576,13897,4,2020-04-17,2019-09-01
8661,13906,4,2020-11-26,2020-07-01
135173,13908,1,2020-02-04,2019-04-01
120304,13922,4,2019-03-28,2019-03-01
4028,13933,5,2019-04-14,2019-03-01
195620,13939,1,2019-12-14,2019-10-01
120741,13951,1,2020-10-24,2018-12-01
4794,13969,5,2020-02-17,2020-02-01
5040,13975,5,2020-11-10,2020-11-01
258415,13978,4,2020-08-10,2020-02-01
126843,13979,1,2020-10-14,2019-05-01
121579,13983,4,2020-01-22,2018-12-01
1719,13985,5,2020-07-19,2018-12-01
167402,13988,4,2019-09-09,2019-08-01
230375,14000,4,2020-03-22,2020-03-01
121131,14007,4,2020-11-19,2020-09-01
4263,14021,5,2020-11-16,2020-04-01
6620,14022,4,2019-08-11,2019-07-01
2754,14031,5,2019-10-18,2019-08-01
301850,14033,4,2020-08-27,2020-05-01
12353,14056,4,2020-09-22,2020-09-01
148160,14058,4,2020-10-27,2019-05-01
225103,14061,4,2020-09-10,2019-12-01
